restaurant_id,description
1832,this rustic welcoming restaurant two dining rooms with exposed beams acts as the backdrop for traditional cuisin featuring meat and fish dishes alik often cooked on the barbecu grill the
1826,this lively welcoming restaurant serves simpl and traditional regional cuisin especially from emil romagn alongsid mor creativ far the “tradizion evoluzione” menu features classic
1198,situated the upper part of the town near the vittorial estat this rustic 18c building is the setting for regional cuisin prepared using seasonal ingredients the charming small courtyard
51,built over medieval churc this old fort that once guarded the port has becom the enviabl location of restaurant it serves delicious fish and seafood specialities with the distinct flavour
833,modern mediterranean and venetian cuisin served thre elegant dining rooms or – on request – the win bar surrounded by bottles of win throug the windows enjoy the spectacl of gondolas
79,housed building whic dates back to the 16c and is part of the hotel of the sam nam this stubestyl restaurant at the foot of the tre cim is typical of the alto adig as is the simpl
199,situated villag famous for its “tortellin brodo” dish lumir serves emilian cuisin with modern twist highlights on the menu includ fresh homemad past such as traditional
827,enjoy year round dining on the glass fronted terrac whic overlooks the garden and the beautiful lak the cuisin her encompasses the whol of italy occasionally using ingredients from
614,enjoy modern mediterraneaninfluenced cuisin an elegant restaurant with an attract vintagestyl ambienc wher the excellent menu is announced at your tabl and varies according to daily
86,this restaurant is accessed via the internal courtyard of typical period building wher meals are served alfresc summer the menu features delicious array of piedmontes specialities
1629,sal stands region wher the typical hills cypresses and oliv trees of tuscany meet the sea the connection between the land and the quality of the cuisin served her is reinforced by
172,situated the lloyd’s bai hotel between salern and vietr an elevated location overlooking the port this restaurant offers splendid views of the bay from the floortoceiling windows
